Unnamed: 0,id,types,internationalPhoneNumber,formattedAddress,rating,googleMapsUri,websiteUri,userRatingCount,primaryType,shortFormattedAddress,location.latitude,location.longitude,regularOpeningHours.weekdayDescriptions,displayName.text,displayName.languageCode,primaryTypeDisplayName.text,priceRange.startPrice.units,priceRange.endPrice.units,priceLevel
615,ChIJ9X2cS0gZVBQRJG3T1BvNG2o,"['museum', 'point_of_interest', 'establishment']",,"Unnamed Road, قسم الطور، جنوب سيناء،، W52H+JQ4, Abo Redis, South Sinai Governorate 8711320, Egypt",,https://maps.google.com/?cid=7645930311809985828,,,museum,"W52H+JQ4، Unnamed Road, قسم الطور، جنوب سيناء،, Abo Redis",28.9015014,33.179464,,متحف التاريخى,ar,Museum,,,
616,ChIJl4qKm4__YRQRUqT7pZAzfSU,"['seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 12 23900232,"امام بنك مصر بجوار كنيسة العذراء، El-Tahrir, Mersa Matruh, Marsa Matrouh Governorate 5052511, Egypt",4.1,https://maps.google.com/?cid=2701372047845205074,https://www.facebook.com/profile.php?id=61558393802191&mibextid=ZbWKwL,73.0,seafood_restaurant,"امام بنك مصر بجوار كنيسة العذراء, El-Tahrir, Mersa Matruh",31.3549341,27.24302,"['Monday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u20093:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u20093:00\u202fAM']",احمد التمساح للاسماك والمأكولات البحرية,ar,Seafood Restaurant,,,
617,ChIJfyCJkn3JThQRsqVgk1oNvwY,"['restaurant', 'point_of_interest', 'food', 'establishment']",+20 11 12166551,"طريق القاهرة - أسوان الصحراوي الشرقي، قسم قنا، قنا،، Qism Qena, Qena, Qena Governorate 1462510, Egypt",3.9,https://maps.google.com/?cid=486121967450105266,,71.0,restaurant,"طريق القاهرة - أسوان الصحراوي الشرقي، قسم قنا، قنا،, Qena",26.1686093,32.717037999999995,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",مطعم وليد المصري,en,Restaurant,1.0,100.0,PRICE_LEVEL_MODERATE
618,ChIJSU2eCQBjUhQRG9i9Dtq-dm4,"['tourist_attraction', 'point_of_interest', 'establishment']",+20 12 03333582,"٢٢ امتداد النور, الاحياء, Hurghada, Red Sea Governorate 1981621, Egypt",5.0,https://maps.google.com/?cid=7959759235183400987,https://m.facebook.com/p/The-art-gallery-Hurghada-100087709196235/,2.0,tourist_attraction,"٢٢ امتداد النور, الاحياء, Hurghada",27.2989425,33.731095499999995,"['Monday: 2:00\u2009–\u20098:00\u202fPM', 'Tuesday: 2:00\u2009–\u20098:00\u202fPM', 'Wednesday: 2:00\u2009–\u20098:00\u202fPM', 'Thursday: 2:00\u2009–\u20098:00\u202fPM', 'Friday: Closed', 'Saturday: 2:00\u2009–\u20098:00\u202fPM', 'Sunday: 2:00\u2009–\u20098:00\u202fPM']",The Art Gallery,en,Tourist Attraction,,,
619,ChIJi3USGnme9xQR3evJLa25QTU,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",+20 10 92161842,"Mansoura Qism 2, El Mansoura 1, Dakahlia Governorate 7650048, Egypt",3.9,https://maps.google.com/?cid=3837552510945061853,,1094.0,coffee_shop,"Mansoura Qism 2, El Mansoura 1",31.0455404,31.3506339,"['Monday: 10:00\u202fAM\u2009–\u20093:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20093:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20093:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20093:00\u202fAM']",OPAA Café,en,Coffee Shop,100.0,200.0,PRICE_LEVEL_MODERATE
620,ChIJdZuf7AAMRRQRPZHylN13VOs,"['cafe', 'food', 'point_of_interest', 'establishment']",+20 10 04849180,"55WG+R4F برج النزه، شارع ابراج القضاء، ميدان اسماء الله الحسنى، Al Walideyah Al Westaneyah, Asyut 2, Assiut Governorate 71111, Egypt",3.9,https://maps.google.com/?cid=16957310290527162685,,384.0,cafe,"55WG+R4F برج النزه، شارع ابراج القضاء، ميدان اسماء الله الحسنى، برج النزهة, Al Walideyah Al Westaneyah, Asyut 2",27.1970628,31.175303600000003,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fAM']",Gelateria Roma,en,Cafe,1.0,100.0,PRICE_LEVEL_MODERATE
621,ChIJi7VQQ2Ll-RQROC2VZ2BBhfw,"['fast_food_restaurant', 'breakfast_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 2 21600377,"141 Sa'd Zaghloul, Corniche ElNil 141 سعد زغلول, كورنيش النيل، قسم دمياط، ثان دمياط، محافظة دمياط 8052001, Egypt",4.1,https://maps.google.com/?cid=18196021751770852664,https://www.mcdonalds.eg/,1787.0,fast_food_restaurant,"141 Sa'd Zaghloul, Corniche ElNil 141 سعد زغلول, كورنيش النيل",31.421034599999995,31.8090439,"['Monday: 7:00\u202fAM\u2009–\u20094:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20094:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20094:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20094:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20094:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20094:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20094:00\u202fAM']",McDonald's Damietta Branch,en,Fast Food Restaurant,100.0,200.0,PRICE_LEVEL_MODERATE
622,ChIJNf9t8CJBWBQR1RX2YWi4bh4,"['tourist_attraction', 'point_of_interest', 'establishment']",+20 10 00700492,"3688+QC8, Abu Al Feda, Zamalek, Cairo Governorate 4271101, Egypt",4.0,https://maps.google.com/?cid=2192892827035637205,https://www.instagram.com/partiano1/,15.0,tourist_attraction,"3688+QC8, Abu Al Feda, Zamalek",30.0669175,31.2160865,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Closed', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Partiano,en,Tourist Attraction,,,
623,ChIJ5wFns5dr9hQRS27ei-R4r_U,"['cafe', 'point_of_interest', 'food', 'establishment']",,"البحيرة, دمنهور، 2FQ4+RQ5, Qortasa, Damanhour, Beheira Governorate 5842202, Egypt",3.6,https://maps.google.com/?cid=17703501583211195979,,151.0,cafe,"2FQ4+RQ5، البحيرة, دمنهور, Qortasa, Damanhour",31.0395034,30.4569732,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Grand Cafe,en,Cafe,1.0,100.0,
624,ChIJq2oMMu5GWBQR-0uTgEKu4yY,"['cafe', 'food', 'point_of_interest', 'establishment']",,"2662+JV9, Al Ahram Prep School, Al Omraneyah Al Gharbeyah, El Omraniya, Giza Governorate 3546320, Egypt",4.0,https://maps.google.com/?cid=2802274993802791931,,1083.0,cafe,"2662+JV9, Al Ahram Prep School, Al Omraneyah Al Gharbeyah, El Omraniya",30.0115429,31.2022497,"['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",قهوة اسمهان,ar,Cafe,1.0,100.0,PRICE_LEVEL_INEXPENSIVE
625,ChIJKXEFKNFAWBQRQhFkp3VxSFc,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",+20 2 27366665,"26VF+FVF, Zamalek, Cairo Governorate 4270020, Egypt",4.3,https://maps.google.com/?cid=6289401629756363074,https://m.facebook.com/egyptianmuseumofmodernart/?locale2=ar_AR,352.0,museum,"26VF+FVF, Zamalek",30.043688,31.2246792,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: Closed', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20094:00\u202fPM']",Museum Of Modern Egyptian Art,en,Museum,,,
626,ChIJmUHMTojv-RQR2O7iUo2nnXs,"['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 10 00740009,"CR96+JWC, Qism Damietta, Damietta First, Damietta Governorate 8042031, Egypt",4.1,https://maps.google.com/?cid=8907459863431540440,,520.0,restaurant,"CR96+JWC, Qism Damietta, Damietta First",31.4190604,31.8122806,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20091:00\u202fAM']",مطعم بيت المقدس,ar,Restaurant,1.0,100.0,PRICE_LEVEL_MODERATE
627,ChIJwYI2Oqad-RQRQj5obEsZ1T8,"['cafe', 'food', 'point_of_interest', 'establishment']",+20 12 77766690,"Abd El-Salam Aref, El Sharq, Port Said Governorate 8574002, Egypt",5.0,https://maps.google.com/?cid=4599610406160842306,,46.0,cafe,"Abd El-Salam Aref, El Sharq",31.266955000000003,32.3078733,"['Monday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u20092:00\u202fAM']",Toffee Koffie,en,Cafe,,,
628,ChIJbRysxoNf-BQRTYyKdB5iJTo,"['tourist_attraction', 'point_of_interest', 'establishment']",,"G8C3+669 مركز الاسماعيلية،، Ismailia, Ismailia Governorate 8352532, Egypt",,https://maps.google.com/?cid=4189862911281892429,,,tourist_attraction,"G8C3+669 مركز الاسماعيلية،, Ismailia",30.5205388,32.3031028,,عبدالوهاب,ar,Tourist Attraction,,,
629,ChIJs58NZC15WRQRrfZRbhNoLDU,"['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 84 6367262,"8R3Q+29J, Batal Al Salam, Qesm Al Fayoum, Second Al Faiyum, Faiyum Governorate 2922043, Egypt",3.8,https://maps.google.com/?cid=3831551815649982125,https://www.facebook.com/elkhedawy2000/,1195.0,fast_food_restaurant,"8R3Q+29J, Batal Al Salam, Qesm Al Fayoum, Second Al Faiyum",29.3025802,30.838392700000004,"['Monday: 9:00\u202fAM\u2009–\u20093:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20093:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20093:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20093:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20093:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20093:00\u202fAM']",Alkhedaiwy Restaurant,en,Fast Food Restaurant,,,PRICE_LEVEL_MODERATE
630,ChIJM2gm5GC3ThQRK200MRS6g98,"['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 10 15854591,"Masnaa Al Ghazaly - Ezbet Al Bosa, Qism Qena, Qena, Qena Governorate 1462422, Egypt",4.0,https://maps.google.com/?cid=16105921288294657323,,378.0,restaurant,"Masnaa Al Ghazaly - Ezbet Al Bosa, Qism Qena, Qena",26.179858600000003,32.7339826,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:30\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:30\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']",Abo Mohsen Restaurant,en,Restaurant,1.0,100.0,PRICE_LEVEL_INEXPENSIVE
631,ChIJ8S68122B9xQRx6O4032llt4,"['museum', 'point_of_interest', 'establishment']",,"XJ36+4H6, Tag Al Ezz, Tamy Al Amdid, Dakahlia Governorate 7645530, Egypt",,https://maps.google.com/?cid=16039189082768188359,,,museum,"XJ36+4H6, Tag Al Ezz, Tamy Al Amdid",30.9527782,31.611402899999995,,Nigan,en,Museum,,,
632,ChIJo6t92y7F9RQRfk3wvWgdKoI,"['art_gallery', 'point_of_interest', 'establishment']",+20 12 23166765,"رأس الحكمة، Abd El-Salam Aref, San Stefano, El Raml 1, Alexandria Governorate 21411, Egypt",4.6,https://maps.google.com/?cid=9379341509652925822,,44.0,art_gallery,"رأس الحكمة, Abd El-Salam Aref",31.2426198,29.965734800000003,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: Closed', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",م البلد للفنون والحرف المصرية,en,Art Gallery,,,
633,ChIJzVyF-e3D9RQRaHAzfb8EaHA,"['sculpture', 'point_of_interest', 'establishment']",,"El, ميدان محطة الرمل، المسلة شرق، العطارين، محافظة الإسكندرية 5373001, Egypt",4.4,https://maps.google.com/?cid=8099729150311624808,,170.0,sculpture,"El, Mahta Al Raml Sq.",31.2009341,29.8993694,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Saad Zaghloul Statue,en,Sculpture,,,
634,ChIJTfVxBfYLRRQRKlYe_cQxK4A,"['japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 10 66602606,"Nile Plaza Towers، Ahmed Ali Al-Oba, Asyut 2, Assiut Governorate 2090274, Egypt",4.3,https://maps.google.com/?cid=9235530182983308842,http://spectrarestaurant.com/,540.0,japanese_restaurant,"Nile Plaza Towers, Ahmed Ali Al-Oba, Asyut 2",27.1925628,31.1881988,"['Monday: 9:00\u202fAM\u2009–\u200912:30\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:30\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:30\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u200912:30\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u200912:30\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u200912:30\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM']",Spectra Restaurant &Cafe,en,Japanese Restaurant,,,PRICE_LEVEL_MODERATE
635,ChIJz503K1Wd9xQR24Tdc6PdleE,"['barbecue_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 12 82772277,"42 El Giesh, St, El Mansoura, Dakahlia Governorate 7651437, Egypt",4.4,https://maps.google.com/?cid=16255142124156978395,https://www.elmenus.com/el-mansoura/oriental-grill-o76dy,468.0,barbecue_restaurant,"42 El Giesh, St, El Mansoura",31.030991300000004,31.393904400000004,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fAM']",Oriental Grill,en,Barbecue Restaurant,,,PRICE_LEVEL_MODERATE
636,ChIJeRRE8so_WBQR67qjpEgEDH4,"['food_court', 'food', 'point_of_interest', 'establishment']",,"Omar Ibn El-Khattab, Almazah, Heliopolis, Cairo Governorate 4461160, Egypt",4.4,https://maps.google.com/?cid=9082639258545797867,https://www.facebook.com/TivoliDome/,1738.0,food_court,"Omar Ibn El-Khattab, Almazah, Heliopolis",30.0860744,31.347996,"['Monday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u20091:00\u202fAM']",Tivoli Dome Heliopolis,en,Food Court,,,
637,ChIJEUhQTAcMRRQRXYlZKp5llww,"['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",,"Al Ibrahimeya, Al Walideyah Al Westaneyah, Asyut 2, Assiut Governorate 2091202, Egypt",3.8,https://maps.google.com/?cid=907305579928193373,http://www.a-arabiata.com/,1039.0,restaurant,"Al Ibrahimeya, Al Walideyah Al Westaneyah, Asyut 2",27.1962583,31.1768908,,Arabiata Restaurant,en,Restaurant,1.0,100.0,PRICE_LEVEL_MODERATE
638,ChIJlQWmYOshUxQRG79d2aGZl4Y,"['museum', 'point_of_interest', 'establishment']",,"P5V7+GC9 Suez Gulf, Second Sharm Al Shiekh, Egypt",4.7,https://maps.google.com/?cid=9698389242981236507,,477.0,museum,"P5V7+GC9 Suez Gulf, Second Sharm Al Shiekh",27.7437977,34.1635948,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Open 24 hours', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Open 24 hours', 'Sunday: Closed']","Рас Мохамед, Белый остров",ru,Museum,,,
639,ChIJLzldUJZr9hQRulfoT5n1hxE,"['art_gallery', 'point_of_interest', 'establishment']",+20 10 68594444,"دمنهور , ارض ادمون , ش مسجد عطا, 2FV7+HC8 معرض ارت خان, قرطسا، قسم دمنهور، محافظة البحيرة 22511, Egypt",4.7,https://maps.google.com/?cid=1263248259320141754,,3.0,art_gallery,"2FV7+HC8 معرض ارت خان, دمنهور , ارض ادمون , ش مسجد عطا",31.0439185,30.4635935,,Art Khan ارت خان,en,Art Gallery,,,
640,ChIJu7pR9DR7NhQRi-7Mnx4A2u0,"['restaurant', 'food', 'point_of_interest', 'establishment']",+20 11 18799441,"أمام كشري الصفوه، امام كشري الصفوه، Shark Al Mhata, Abu AR Rish Qebli, Aswan 1, Aswan Governorate 1242835, Egypt",3.7,https://maps.google.com/?cid=17139011463441870475,,416.0,restaurant,"امام كشري الصفوه، أمام كشري الصفوه, Shark Al Mhata",24.0987509,32.9012807,"['Monday: 11:00\u202fAM\u2009–\u200912:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fPM', 'Friday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fPM']",Koshary El-safwa,en,Restaurant,1.0,100.0,PRICE_LEVEL_INEXPENSIVE
641,ChIJq6paiauHUhQR4QTXvNBfLiY,"['restaurant', 'point_of_interest', 'food', 'establishment']",+20 10 66330208,"Sheraton street, Hurghada 1, Red Sea Governorate 84111, Egypt",4.2,https://maps.google.com/?cid=2751241772495996129,,84.0,restaurant,"Sheraton street, Hurghada 1",27.2220047,33.8372769,"['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']",Red Sea Prince,en,Restaurant,,,PRICE_LEVEL_INEXPENSIVE
642,ChIJSa_2L49AWBQRgNRCAgnov-k,"['cafe', 'wine_bar', 'coffee_shop', 'sushi_restaurant', 'tea_house', 'japanese_restaurant', 'bar', 'dessert_shop', 'confectionery', 'food_store', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",+20 2 27916919,"1089 Nile Corniche, Qasr El Nil, Cairo Governorate 11519, Egypt",4.5,https://maps.google.com/?cid=16843436256779228288,https://www.fourseasons.com/caironp/dining/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-cai-fab-mid-seo-na&utm_content=na-na&utm_term=na,366.0,cafe,"1089 Nile Corniche, Qasr El Nil",30.0362362,31.2294568,"['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']",Beymen Cafe,en,Cafe,,,
643,ChIJNdH8KAAvWhQRwBi4Zrx3CSg,"['tourist_attraction', 'point_of_interest', 'establishment']",,"22QH+RX, Nazlet Maarek, Beni Suef, Beni Suef Governorate 2710746, Egypt",5.0,https://maps.google.com/?cid=2884968687368411328,,1.0,tourist_attraction,"22QH+RX, Nazlet Maarek, Beni Suef",29.0396725,31.0298432,,بئر النعيم,fr,Tourist Attraction,,,
644,ChIJG1-5b9NAWBQRE-Kkse_Zq8o,"['barbecue_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 2 27373737,"Zamalek, الزمالك، محافظة القاهرة‬ 4270002, Egypt",3.9,https://maps.google.com/?cid=14604005840179749395,https://sofitel.accor.com/en/hotels/5307/R002.restaurant.html,2610.0,barbecue_restaurant,Zamalek,30.0385154,31.2232597,"['Monday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM']",Kebabgy,en,Barbecue Restaurant,1000.0,,
645,ChIJkXPggLad-RQREfoO10qBl0U,"['coffee_shop', 'cafe', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",+20 12 11919917,"68W9+P5W, El-Horeya, Port Fouad City, Port Said Governorate 8583514, Egypt",4.0,https://maps.google.com/?cid=5014618868535982609,,229.0,coffee_shop,"68W9+P5W, El-Horeya, Port Fouad City",31.246861300000003,32.3179663,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Sun City Cafe,en,Coffee Shop,1.0,100.0,PRICE_LEVEL_MODERATE
646,ChIJ17HpQWlZTxQRCTcm4tN5OdE,"['fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",+20 10 32805451,"شارع النهضة، الخولي، قسم أول سوهاج،، HM6X+639, Al Kabsh, Sohag 2, Sohag Governorate 1683032, Egypt",4.1,https://maps.google.com/?cid=15076215178538661641,,199.0,fast_food_restaurant,"HM6X+639، شارع النهضة، الخولي، قسم أول سوهاج،, Sohag 2",26.5605446,31.6977456,"['Monday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fPM\u2009–\u20091:30\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20091:30\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20091:30\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 5:45\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fAM\u2009–\u20095:00\u202fPM, 6:00\u202fPM\u2009–\u200912:00\u202fAM']",ملك الكبدة,ar,Fast Food Restaurant,1.0,100.0,
647,ChIJxQ_Mss0NWBQRCBPQdgaxS1E,"['coffee_shop', 'cafe', 'food_store', 'store', 'point_of_interest', 'food', 'establishment']",+20 10 23998187,"شارع الدلتا، مدينة شبين القناطر،، 8865+2W2, Madinet Shibin Al Qanater, Shibin el-Qanater, Al-Qalyubia Governorate 6334304, Egypt",5.0,https://maps.google.com/?cid=5857970381646729992,,3.0,coffee_shop,"8865+2W2، شارع الدلتا، مدينة شبين القناطر،, Shibin el-Qanater",30.310011600000003,31.309762700000004,"['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fAM']",RED ZONE Cafe,ar,Coffee Shop,,,
